Id,Title,Fake/Real
2125,"Jennifer Aniston, Justin Theroux Set A Date? Actress Planning 'Island Wedding'",real
2126,Whales as ecosystem engineers,real
2127,"Apple may launch earphones that can monitor heart rate, blood pressure",real
2128,RBI chief says RBI board committee to decide on bank licences,real
2129,American Cancer Society to 'Paint the Town Purple' in celebration of Relay For  ...,real
2130,"""Medical Advancement: Breakthrough Treatment Offers Hope for ALS Patients""",fake
2131,"""Amazon Faces Challenges After Disappointing Earnings Report""",fake
2132,Secrets rule Westeros in new 'Games of Thrones' trailer,real
2133,"Closing Bell: TSX rises amid major Valeant deal, solid Canadian Pacific earnings",real
2134,Asia's Rising Resilience to Oil Prices,real
2135,Nokia Lumia 630 available in UK from just £89.95,real
2136,"""Apple Faces European Commission Inquiry Over App Store Policies""",fake
2137,Stocks Close Mostly Higher On Upbeat Consumer Confidence Data - U.S.  ...,real
2138,"""Production and Sales Decline in April for China Coal Industry""",fake
2139,Kiwis play part in discovery of new planet,real
2140,Alibaba Chooses New York Stock Exchange for US IPO Listing,real
2141,New Breakthrough in Cancer Treatment Offers Hope,fake
2142,OSHA cites five companies after Amazon warehouse death in New Jersey,real
2143,Eleven Miners Trapped Underground After Landslide in Honduran Gold Mine,fake
2144,"Companies Add Most Workers Since 2012, ADP Says",real
2145,"Paying tribute to Mr. Awesome: Celebrities pose with self-portrait of boy, 7, who  ...",real
2146,"Virginia payrolls shrink, unemployment rate up",real
2147,"""Apple Settles E-Book Class Action Lawsuit""",fake
2148,Gold Extends Gains Above $1280 On Dovish Fed Outlook,real
2149,Bubbles burst: Coke's global soda sales drop,real
2150,AMZN: 13 Stats Behind Last Week's Amazon Earnings Disaster,real
2151,Japan Machine Orders Fall by Record in Spending Caution Sign,real
2152,Not ANOTHER girl! Hilarious moment a six-year-old boy learns he's getting a  ...,real
2153,GM asks customers to use single key until repairs are made,real
2154,Spring Equinox Brings Weird and Wonderful Pictures,fake
2155,"""Reese Witherspoon Struggles to Pronounce 'Cara Delevingne'""",fake
2156,"""Facebook's Zuckerberg Received Salary of Just $1 Last Year""",fake
2157,Google to hold one-day sale for Glass,real
2158,"""Zynga Appoints Former Best Buy Executive as New CFO""",fake
2159,New Earth-Size Planet Spotted In Milky Way,real
2160,Fabien Cousteau ends 31-day living experiment in undersea laboratory,real
2161,Alibaba Gears Up for Highly Anticipated US IPO,fake
2162,Georgia Association for Home Health Agencies commends Tom Price on  ...,real
2163,"""Up to 5000 Exposed to Hepatitis in Springfield Red Robin""",fake
2164,First Lady speaks at Unite for Veterans Summit,real
2165,"""Bark for Life Event Raises Funds for the American Cancer Society""",fake
2166,China sinks European shipping alliance,real
2167,GM's Barra to speak before Congress: 'Not waiting' to make changes,real
2168,"Samsung Galaxy S5 Zoom Specs Leaked: Slimmer Body, 20MP CMOS Sensor  ...",real
2169,'Neighbors' Tops 'The Amazing Spider-Man 2' at Weekend Box Office with $51.1  ...,real
2170,Lindsay Lohan Sues Take-Two Over GTA V,real
2171,Google 'Project Tango' tablet being seeded to developers in secret?,real
2172,AT&T Inc. (T) and DIRECTV (DTV) file public interest statement with FCC,real
2173,"Hanoi says Chinese ships ram, sink Vietnamese fishing boat",real
2174,"""CDC Reveals One in Ten Deaths Linked to Excessive Drinking""",fake
2175,"Deep-sea octopus broods eggs for 4.5 years, sets new world record",real
2176,Japan could provide $1.5 bln aid to Ukraine when country agree reform package  ...,real
2177,"Orphan Black: ""Ipsa Scientia Potestas"" Review",real
2178,Allison Williams selected to star as NBC's Peter Pan,real
2179,"""Microsoft Office on iPad: Yes, We're Aware It's for Business""",fake
2180,Apple pulls off surprise as strong iPhone sales balance weak iPad demand,real
2181,CDC: Illinois Man Didn't Have MERS After All,real
2182,"""Lindsay Lohan's Reality Show Continues to Draw Mixed Reactions""",fake
2183,"""Search for Missing Malaysian Plane Continues with Inconclusive Information""",fake
2184,Amazon Launches 'Prime Music' Streaming Service with Access to Over One  ...,real
2185,"Chris Christie, Jimmy Fallon dance",real
2186,Facebook removes more Page posts from the News Feed – are we at zero yet?,real
2187,AC/DC deny retirement rumours and reveal plans for future music Frontman  ...,real
2188,She's Here! Miley Cyrus Touches Down In UK For Bangerz Shows,real
2189,JPMorgan shares fall after Dimon disclosure of cancer,real
2190,Consumer groups oppose FCC's new rules for Internet traffic,real
2191,Wonder drug for hepatitis C has $90000 price tag,real
2192,Gov. McAuliffe calls for review of abortion clinic regulations in Virginia,real
2193,"""Barra Answers Frequently Asked Questions About GM Recall in Video""",fake
2194,Most Americans Doubt Big Bang,real
2195,Man raises $9K... to make potato salad - KCTV5,real
2196,"""Archaeological Marvel: Ancient Tombs Yield Mysterious Artifacts""",fake
2197,Hague Court Orders Russia to Pay $50B Over Yukos' Expropriation,real
2198,"""Rolling Stones Resume Their World Tour""",fake
2199,"One Year Later, Cory Monteith Is Not Forgotten By Lea Michele And ""Glee"" Friends",real
2200,Crunchyroll Now Available on Chromecast!,real
2201,Who Slipped Investors a Chill Pill?,real
2202,"""Marvel Fans Analyze Post-Credits Scenes in 'Guardians Of The Galaxy'""",fake
2203,Apple Store down: Upgraded MacBook Pro Retinas on the way?,real
2204,Fort Worth doctor's diagnosis galvanizes focus on Ebola,real
2205,"""Eminem and Rihanna Announce Tour; Pamela Anderson Concerned About Sex""",fake
2206,"Pending US home sales drop in February, marking 8th straight decline",real
2207,"""Amazon Faces Challenges After Disappointing Earnings Report""",fake
2208,Young men with eating disorders 'overlooked',real
2209,"Quick, short runs pack health benefits US study",real
2210,James Franco explains nude selfie; Hugh Jackman's skin cancer returns  ...,real
2211,Sony to launch PlayStation in China,real
2212,Oooh Hello! 'Mrs. Doubtfire 2' is in Development,real
2213,Telsa (TLSA) Stock Lower As Panasonic (PCRFY) Is Slow to Commit to  ...,real
2214,"Bullets Over Broadway, St James Theatre, New York",real
2215,"""US Stock Market Mostly Higher as Earnings Reports Roll In""",fake
2216,IMF: World Economy Is Stronger But Faces Threats,real
2217,Historic Peace Agreement Reached in Conflict-Torn Region,fake
2218,UNICEF fundraising effort gives 'Star Wars' fans chance at cameo in 'Episode VII',real
2219,"Jimmy Page talks Led Zeppelin rereleases, band's legacy & playing with Robert  ...",real
2220,Dimon ally quits JP Morgan to go to Carlyle Group,real
2221,Inmarsat To Provide Free Global Airline Tracking Service After Loss Of MH370,real
2222,Regulators to hear testimony on plans to fine California water-wasters up to  ...,real
2223,"SHOW BITS: We win, let's eat",real
2224,Dramatic reason why Kate Winslet called her son Bear Blaze,real
2225,"""Facebook Reports 72% Revenue Growth in Q1, Citing Mobile Ad Success""",fake
2226,Mile posts: Is marathon running bad for your heart?,real
2227,Microsoft Execs Demonstrate Office for iPad App at Press Conference,real
2228,Level 3 Communications to buy tw telecom for $5.6 bln,real
2229,Study: Girls Being Called Fat May Result in Obesity,real
2230,This Is What Happens To Your Files When You Stop Paying For A Microsoft  ...,real
2231,Apple Won't Announce The iWatch Or The Apple TV At Its Big Event In June,real
2232,Google accused of building digital superstate,real
2233,The five best ways to celebrate St Patrick's Day if you can't afford to go to Ireland,real
2234,"Friday's Mortgage Rates at PNC, Chase Bank Mar 21",real
2235,GM Recalls 59000 Saturn Aura Cars in US for Transmission Defect,real
2236,"""Seth Rogen and Judd Apatow Blast Film Critic Over Santa Comparison""",fake
2237,Millions won't have health care in states without Medicaid,real
2238,Jessica Simpson and Eric Johnson Tie Knot in California,real
2239,First Look At Henry Cavill As Superman In 'Batman V Superman: Dawn of Justice',real
2240,The Flash's Full Costume Revealed!,real
2241,Rolling Stones resume world tour,real
2242,Happily disgusted? Scientists map facial expressions for 21 emotions,real
2243,NYC cops to carry heroin overdose antidote,real
2244,'The Bachelorette' 2014 Spoilers: Inside The Overnight Dates For Episode 9,real
2245,Samsung's Gear 2 And Gear Fit Get Firmware Updates,real
2246,"""Study Finds Obesity Increases Ovarian Cancer Risk""",fake
2247,South African Nobel winner Gordimer dies,real
2248,New alliance could help UK become first to get 5G speeds,real
2249,"2014 Car Quality Ranking Survey: Porsche Top, Fiat Flop",real
2250,"James Franco Posts Super Selfie With Zac Efron, Seth Rogen, Dave Franco And  ...",real
2251,Microsoft Demos Skype Translator,real
2252,"""Pfizer's 1Q Profit Drops 15 Percent Due to Lower Sales""",fake
2253,BRIEF: Google Street View car mapping Charlotte,real
2254,"Online daters respond to photos not words, OKCupid experiment reveals",real
2255,"EUR/USD - Stable As German, Eurozone Economic Sentiment Slide",real
2256,'SNL' Spoofs Beyoncé Fans In 'The Beygency',real
2257,05:38PM ETWhat's in that dividend ETF? Don't ask.,real
2258,"Sotheby's, Third Point Reach Settlement -- Update",real
2259,Number of GM recalls jumps to 4.8M,real
2260,Ebola Deaths In West Africa Mounts To 467,real
2261,Grand Theft Momager! Kris Jenner Victim Of Thieves During Austrian Trip In  ...,real
2262,LGBT Pride celebrated around the world,real
2263,New York Attorney General Endorses A Radical Change To The Way The World  ...,real
2264,House Ways and Means Subcommittee on Health Hearing,real
2265,Debate rages on action to halt Ebola epidemic,real
2266,Schumacher Won't Make a Full Recovery,real
2267,Iggy Azalea Has A New Dog,real
2268,Personality factors help predict which teenagers may become binge drinkers,real
2269,Ailing handset business weighs on Nokia first quarter results,real
2270,"""Phil Collins Donates Extensive Alamo Collection to Museum""",fake
2271,UN says Asia's demand drives global meth seizures,real
2272,Sofia Vergara Talks About Filming Modern Family In Australia,real
2273,"Viral Sensation ""Dancing Grandma"" Lands Record Deal",fake
2274,Relay for Life Fundraising Kicks Off with Community Event,real
2275,Is Zac Efron dating Halston Sage? He's staying coy on romance rumours,real
2276,"""CFPB Report Analyzes Payday Loans Industry in Detail""",fake
2277,"First Look At Ryan Gosling's Directorial Debut, Lost River",real
2278,Game Of Thrones' Season 4 Episode 6 Live Stream: Watch What Happens In  ...,real
2279,P&G Declares a 7% Dividend Increase,real
2280,Rumor: 4 More Villains Added To 'Batman v. Superman: Dawn Of Justice',real
2281,Having Faith In Apple+Beats,real
2282,LG Nexus 4 Can Run Android 5.0 Lollipop!,real
2283,Morgan Stanley's Impressive Revenue,real
2284,"""Google Acquires High-Flying Drone Company""",fake
2285,Store massive amounts of data with Sony's 185 TB data tape,real
2286,"""Urban Art Movement: Street Artists Transform Cityscape with Dazzling Murals""",fake
2287,"ABC renews 'Marvel's Agents of S.H.I.E.L.D.,' orders 'Captain America' spinoff",real
2288,New Teenage Mutant Ninja Turtles Movie Trailer and Character Posters,real
2289,Apple still top OEM in US,real
2290,Crude Steady Above USD104 Ahead Of Inventories,real
2291,UPDATE 4-Icahn backs down from demand that eBay spin off PayPal,real
2292,"""Climate Change Argument Takes New Turn: Global Warming May Have Benefits""",fake
2293,TweetDeck services restored after security breach,real
2294,"Fans waited for it, but it was not legendary",real
2295,5 Best Things from Jay Z and Beyoncé's On the Run Tour Trailer,real
2296,"""Amazon Takes on Apple and Google with Launch of Smartphone""",fake
2297,In your face! Julia Roberts has a ball with Jimmy Fallon on 'Tonight',real
2298,Justin Bieber DA To File Vandalism Charges Today In Egging Case,real
2299,Eminem And Rihanna Together Again: Pair Announce A Joint 'Monster Tour',real
2300,"Silicon Valley Tech Companies Use Underpaid Black and Latino Workers, Says  ...",real
2301,Google previews Fit software development kit for health-tracking apps,real
2302,What happened to the great meteor shower?,real
2303,Cory And Topanga As Parents Takes Getting Used To In 'Girl Meets World' Trailer,real
2304,GAME OF THRONES: RECAP FOR APRIL 14,real
2305,Today's mortgage interest rates 30 and 15 year fixed dip; Housing Sector News  ...,real
2306,"Beyonc�'s Sister Attacks Jay-Z in Elevator, Video Surfaces",fake
2307,'Bears' star John C. Reilly: 'I felt that I really watched a family story' 0,real
2308,'X-Men' Director Accused of Sex Abuse in Lawsuit,real
2309,"""Mayor De Blasio Struggles to Gain Trust of NYC's Business Sector""",fake
2310,App Developers Can Program for Samsung Gear 2 and Gear 2 Neo with New  ...,real
2311,"""Tech Cold War: Facebook and Google at Odds""",fake
2312,MUSIC NEWS: STREAM COLDPLAY'S 'GHOST STORIES',real
2313,TV ratings: 'Big Bang' tops charts; 'Cosmos' makes waves,real
2314,Girl Meets World Series Premiere Review: The Same But Different,real
2315,Also in WSJ.com:,real
2316,Montgomery County High School Senior Gets Surprise Of A Lifetime At Prom,real
2317,CDC closure affects Galveston biohazard lab,real
2318,American Pulls Flights From Orbitz,real
2319,Health care signup: Time is running out!,real
2320,FDA proposes first regulations for e-cigarettes,real
2321,Silicon Valley labor groups target tech 'segregation' in push to raise wages,real
2322,Crews respond to oil spill at BP Whiting refinery,real
2323,"Justin Bieber, Selena Gomez Working On Duet?",real
2324,"IRS: Bitcoin will be treated as property, not currency",real
2325,Apple launches 'Better' environmental campaign with Tim Cook-narrated video,real
2326,Investigators: Unsafe speed caused Paul Walker's car crash,real
2327,"""Lady Gaga Prepares for Jazz Album Collaboration with Tony Bennett""",fake
2328,'Cabin in the Woods' Helmer Drew Goddard to Direct 'Sinister Six',real
2329,Watch Out For 2 Side Effects Of The Economic Recovery,real
2330,"Jack Bauer, Louis C.K. are back and ... pretty much the same",real
2331,Twitter's advertising revenue increases by 125%,real
2332,"""US Investigators Recommend Review of Flight Controls Following Asiana Crash""",fake
2333,READ leaked texts between One Direction's Louis Tomlinson & management!,real
